Debug019_aegypti_El_Dorado_Argentina_U_10	Debug019_aegypti_El_Dorado_Argentina_U_11	Debug019_aegypti_El_Dorado_Argentina_U_2	Debug019_aegypti_El_Dorado_Argentina_U_4	Debug019_aegypti_El_Dorado_Argentina_U_5	Debug031_aegypti_El_Dorado_US_U_24	Debug031_aegypti_El_Dorado_US_U_25	Debug031_aegypti_El_Dorado_US_U_26	Debug031_aegypti_El_Dorado_US_U_28	Debug031_aegypti_El_Dorado_US_U_29	Debug031_aegypti_El_Dorado_US_U_30	Debug031_aegypti_El_Dorado_US_U_31	Debug016_aegypti_Cali_Colombia_U_10	Debug016_aegypti_Cali_Colombia_U_11	Debug016_aegypti_Cali_Colombia_U_12	Debug016_aegypti_Cali_Colombia_U_5	Debug016_aegypti_Cali_Colombia_U_8	Debug016_aegypti_Cali_Colombia_U_9	Amacuzac_Mexico-_12	Amacuzac_Mexico-_15	Amacuzac_Mexico-_21	Amacuzac_Mexico-_2	Debug01-REPREP-05042017-aegy-Amacuzac-Mexico-10	Debug01-REPREP-05042017-aegy-Amacuzac-Mexico-11	Debug01-REPREP-05042017-aegy-Amacuzac-Mexico-16	Debug01-REPREP-05042017-aegy-Amacuzac-Mexico-17	Debug01-REPREP-05042017-aegy-Amacuzac-Mexico-18	Debug01-REPREP-05042017-aegy-Amacuzac-Mexico-20	Debug01-REPREP-05042017-aegy-Amacuzac-Mexico-24	Debug01-REPREP-05042017-aegy-Amacuzac-Mexico-3	Debug01-REPREP-05042017-aegy-Amacuzac-Mexico-4	Debug01-REPREP-05042017-aegy-Amacuzac-Mexico-5	Debug01-REPREP-05042017-aegy-Amacuzac-Mexico-6	Debug01-REPREP-05042017-aegy-Amacuzac-Mexico-7	Debug01-REPREP-05042017-aegy-Amacuzac-Mexico-8
135046	100179	129889	83311	45127	220457	185116	236643	139410	174280	238453	113989	61442	74095	55207	52320	89965	134876	226566	211648	246256	183437	114883	95944	52125	126241	87079	74831	101339	110913	69929	141278	85145	131623	78825
130071	175830	135258	167391	161701	207309	200840	183635	122356	148007	157998	120155	129122	113552	104561	144766	182610	153540	324469	264553	383283	328719	226639	164599	165812	246377	146933	142748	192367	212850	234696	232539	146315	178837	147041
192428	211776	257485	307211	334217	387906	378230	265239	168903	191173	303156	256503	262486	232582	184416	177094	407170	300061	409328	456316	681394	503795	395898	310855	295153	345768	228075	233005	290437	338782	407364	340183	187331	267292	251868
145104	185392	165913	197417	200922	232087	222503	226420	136991	141568	203434	143656	132870	138583	109107	142549	184617	155938	294960	255683	385709	315954	243537	175078	167506	225925	161089	141831	200394	209854	251613	208386	154473	167320	168543
68043	105422	74145	85674	85046	96153	93258	104115	80012	88229	103636	71174	79883	73402	53200	71191	98648	81189	141295	139360	207278	186139	127218	82188	90141	127675	94931	79731	79351	90482	110043	106403	72628	114857	61700
70168	72074	67413	80359	80978	90057	99897	95738	56864	65727	82024	53405	45726	39231	38417	44101	67882	53242	89703	77896	113340	89684	75361	47290	58629	68132	54103	52415	55721	62414	72866	64671	43732	57793	44783
80215	98057	99149	113878	111575	134921	151421	132471	73409	105653	118524	75334	62806	59607	55586	89456	77152	68819	166176	135665	175420	128294	107336	68640	82862	87490	96960	70942	72818	77120	123442	135665	66363	83804	67135
656450	938688	804836	931774	958052	1070396	1033509	987067	718906	806566	1017651	616327	781724	625755	616558	697499	1132497	889373	1253092	1275022	1844096	1529472	1090140	821718	940105	1052050	788833	774466	853707	934110	1080375	1037514	629124	713111	718514
4068	20905	30739	30537	21801	26521	21844	6622	17761	22905	14582	8174	16267	8718	9914	3691	23267	14434	17174	11585	5828	5847	29665	4423	29645	3527	6519	20917	6123	6756	25930	4368	8091	5092	5647
773686	917987	795250	962072	1022410	1130039	970218	1214152	691185	788971	917767	570690	573795	594958	544303	807452	853885	635338	1779675	1443386	2220294	1689202	1025903	831603	833078	1190550	1010535	704466	1108819	1282424	1183646	1191936	759725	825063	846499
7212722	9310841	8535610	10389945	10498107	11001094	12285849	11668364	7346485	8450268	10193553	7151108	5996104	6637305	6553026	7662393	11030361	6873603	14543297	14079017	21710339	15858843	12602625	9577686	9412278	11316697	9702404	7997579	10676077	12001610	11275343	11120105	6681283	9143990	7882956
31288	46089	53879	64800	67621	58000	54879	83950	37059	38250	58067	37381	53880	50138	53235	59198	81875	56724	109478	121977	165581	144995	65958	71276	59538	112727	52805	49940	55460	59903	100000	73824	68629	61333	50524
16771	20576	16278	17725	26663	23871	25209	23717	17132	14044	23526	11677	15212	13389	14883	16125	18027	19100	34173	29364	47540	40464	33758	17104	18642	25979	25359	20025	19615	24907	23914	26307	19019	20610	18602
201075	169671	271510	349257	333896	396368	430216	387678	256913	287005	372304	233939	229352	259849	246568	281307	384273	262779	568441	481341	786373	417531	398592	326215	308408	306734	111611	283664	255407	263685	398474	262076	192426	232353	279293
30705	30449	31694	33984	36653	38360	36809	35318	22641	24484	34610	22044	18430	21112	21185	25353	39937	22839	62976	45372	69517	55249	38382	31212	29942	37569	26550	20593	32806	39303	36759	36693	22443	24826	25818
450764	527966	419213	544501	519456	372759	642836	851213	559749	681108	539884	374686	430276	339323	229866	446912	405468	490532	515828	774519	678679	889260	444884	275456	368302	610581	512575	310009	538861	594688	380400	836183	230082	340198	251631
97202	128766	138222	172538	174272	132713	193535	242474	153261	184125	155003	117508	78853	87101	69801	116663	104801	93222	195682	234753	355100	142330	162190	149910	79247	93895	107537	68695	177951	172233	109676	186009	91343	120131	113205
133810	188939	130733	149028	145227	94361	211885	229585	180388	208931	186642	129532	101597	106819	63052	109481	101633	138257	124420	221544	297326	141333	166453	169470	75590	90512	77591	63886	137982	161581	105093	153591	61130	128356	63543
261827	332299	331052	383125	395464	460633	447259	534547	364912	402558	356015	265767	257686	296281	236089	362285	289513	280136	796190	753528	1056007	641357	601917	468219	374633	427838	259277	338248	404071	443375	622632	414955	365107	331569	384027
276356	337627	422077	506775	477184	584375	578678	663098	374098	434336	395366	309780	262792	325221	256998	400797	353645	296589	881848	799566	1126915	622820	666077	493400	431671	435021	256677	378088	409545	462997	702417	483094	437678	331266	458952
6319	9958	7512	8778	11360	10978	12073	14244	9235	8612	8321	5406	9602	9493	9697	6556	11473	9050	23018	15323	21006	20326	11720	10556	9797	16416	10268	11894	12204	10647	11763	11912	7721	9890	9596
131593	161653	220734	274250	267655	308316	295900	273775	143579	170401	248563	173448	158340	184624	172920	204506	247861	189939	446645	365033	600534	329304	302531	231377	224849	243842	235757	194609	243256	292022	321351	260816	198751	180299	220168
207507	252452	329350	414336	408611	482587	496713	452708	252770	260194	323437	244290	151643	229350	285331	354822	504150	182997	714543	683683	900014	754085	498975	380978	298231	539583	377231	258976	413423	487877	547085	430516	311034	386735	329319
77150	100243	75358	87044	88620	103816	94198	87530	70389	85289	99224	55414	57965	75347	64610	82007	117575	67901	176509	152399	249763	191966	129666	108042	101735	145296	89718	75341	91826	97490	130147	101945	88418	116945	78595
106686	172518	102849	124720	120497	165696	151933	125428	105190	133351	145869	86893	79132	136112	77887	90259	198875	119575	201468	184825	248017	220619	223946	115103	201038	151116	94075	162267	104359	120713	228767	126208	96098	173620	98844
904949	1013683	1181531	1436737	1501534	1722762	1658869	1454296	1036390	1185692	1518929	904776	950492	1283310	823034	964920	1831998	1088710	2058422	1902785	2629610	2264648	2068029	1127983	1662216	1634871	1254189	1349317	1384303	1587265	2159680	1579142	1070582	1557996	1198886
15977	2704	18083	2402	24974	4003	5069	33200	2085	2636	28180	2820	744	19774	656	960	22951	377	4053	749	33648	6505	32455	17036	38851	4533	36664	34056	45802	54838	77883	3719	985	23131	1414
1066736	1089914	1225549	1409112	1467943	1865330	1786779	1601017	1060799	1184929	1518200	1029216	1101046	1060200	986757	1261714	1720918	1243179	2142448	1883736	2596994	1828444	1694388	1083927	1121953	1298963	1230718	954615	1436104	1576206	1802577	1654977	1107830	1242773	1193025
76	0	1279	28	1777	414	141	2584	414	355	855	347	640	133	319	324	2586	1152	944	8655	10408	3301	12406	2357	3101	3552	234	3675	256	696	5093	2922	1624	4570	615
2459120	3421282	2531242	3011670	3072565	3981955	3468032	3544805	2780043	3210428	3678783	2094851	2346950	2382603	1875639	2365806	3823871	2666026	5481280	6139647	8337266	4903282	5286901	3386061	4129483	4365914	3272749	3418071	3534492	4113489	4826966	4162969	2636877	3468988	2537882
1219891	1227885	1443647	1728643	1720460	2160377	2209383	2063195	1220215	1454025	1506758	1219463	804043	1169472	1271536	1550913	2069876	857979	2584708	2303228	3521351	2812169	2289291	1566573	1293389	1970208	1446935	1079853	1956001	2218660	2098461	1807001	1412760	1410730	1563403
742714	910756	896136	1018793	1038040	1249254	1243847	1188893	630515	678973	1023711	806394	397817	534512	643002	753698	1136789	448252	1376898	856127	2031970	1365167	1312660	771156	870883	989462	656053	716342	1018208	1064351	1309152	917193	705469	843709	760263
279694	349518	388157	457332	453121	572032	593859	592115	270537	313975	416143	348453	108682	194257	310775	368070	505371	121166	419211	233875	722468	582888	579855	301951	317797	405078	253742	265293	425529	458948	525990	354744	301176	330091	329799
188072	352022	225694	282091	260895	317237	401970	379100	219214	256725	342735	177782	160769	133714	93804	191007	227941	197173	232474	204243	465199	401238	277884	197604	167024	286520	121033	145239	220947	254378	184464	254925	107110	219646	150514
330524	283603	339487	423623	415394	517462	574602	524285	357625	403104	465986	296959	259783	238600	266480	364738	465795	307098	431721	390880	788755	533458	490224	334843	243586	382231	303379	212755	356258	390542	383700	498893	237949	335885	229605
1140541	1200663	1508033	1756141	1802956	2138082	2058058	1538714	1095399	1270282	1656999	1117956	971707	1030481	905698	1253806	1700044	1207984	3131837	2058277	4268438	2944607	2126876	1545170	1501527	2129024	1494235	1264529	1328919	1554047	1983245	2030369	1255572	1473282	1282701
16062	23106	19516	20489	20503	25553	27050	18318	14068	17607	25408	14498	15999	12291	12475	14031	25252	15689	42621	33129	51674	39011	29578	19843	19265	30234	23527	19079	22791	24685	25216	26578	17117	20589	16599
41575	54370	48774	49815	60479	84184	75043	59006	39009	40948	57973	42378	41569	42380	35857	48576	64198	42970	94591	74816	114377	90790	65120	50048	45645	65916	50436	39697	54472	57901	68511	53427	42188	52256	43394
1131356	1152320	1463994	1769802	1915569	2133867	2000008	2046938	1186249	1358909	1762765	1265317	1155450	1238595	940811	1380782	1471818	1329684	2918435	1632159	3191749	2638226	1862974	1058878	1473449	1885748	1493481	1247592	1816872	2020233	2277192	1857896	1444672	1335592	1494817
268517	273517	286652	313559	348773	376896	439187	432007	301579	339694	367318	221742	188596	194636	205413	270398	281613	208249	455013	282428	556418	488366	315716	230898	292051	386012	377677	240846	410766	439091	350010	450591	264867	206871	234312
807778	1081209	906748	1117416	1153790	1353572	1383573	1232014	952544	1080303	1221922	725228	761582	741619	715684	879013	1118964	871137	1690707	1444040	2399971	1713300	1291806	904382	1064089	1246174	946395	899871	1053486	1188247	1306129	1352688	811188	879314	879165
591567	737905	631321	748712	787869	1263288	1055059	892245	718438	838685	972228	634680	964178	956479	1077100	1044001	1237737	1252833	2510320	1505459	1811382	1567662	881251	883708	891065	1112671	921920	808314	1044635	1248152	1297132	1072440	476931	625565	1190269
162951	226018	168521	213104	189525	252245	279498	239777	174556	211854	253914	143460	160523	167045	162452	196673	246179	173384	362833	408202	547630	410087	266655	255335	243928	263840	278708	185329	257063	272093	261905	376609	183587	219408	176401
649228	831472	1012303	1178510	1176555	1451234	1491673	1259774	778359	899633	1170279	814545	801348	913204	719219	925739	1136724	1074863	1932186	1243940	2375501	1602125	1241675	843664	998270	1131648	1162208	871015	1176069	1319862	1361189	1419120	921377	1002609	926418
30915	43122	39166	41622	48976	54685	45599	46326	36218	42001	40201	29086	26900	28396	24703	34482	44712	35527	69399	59962	101248	66816	50308	43931	39148	54398	41270	32635	48125	48170	55534	56032	42390	47891	44044
12659	11818	10092	14504	12643	11667	35180	25502	19866	20330	26479	7489	19054	16714	10337	10840	25413	26815	40541	36153	58009	33017	34105	14088	28284	24009	11453	26754	24747	24381	40424	14762	18619	19677	25740
2650115	3014300	2596049	3015570	3111550	3725180	3212163	3071160	2432734	2721880	3327073	2192386	2100988	2458920	1997329	2636206	3641794	2354240	5660240	3635865	5994714	5295109	3848857	2282207	3070503	3753927	2819121	2529161	3338005	3572351	3903155	3190418	2371791	2695867	2629613
176149	249053	94809	109476	144777	118829	93231	68875	127965	109499	199219	127004	146501	157143	136780	106673	230123	105294	533030	196261	228191	467261	230231	108969	122439	350872	227519	105930	284999	235293	320449	244628	109742	185198	137607
516921	519650	516925	637095	651933	646838	570112	538990	424844	483783	577142	353225	439656	419685	445254	537647	899895	511316	1033907	834220	1249182	1090482	780375	528293	677385	743300	681774	558932	718490	746462	699888	750193	480124	598448	528342
141109	196593	232160	249457	271179	339431	124455	217166	211575	221439	268461	191785	85222	152563	122156	231968	231183	96310	476981	161624	423652	338227	242836	106288	259794	247405	171769	197574	275916	319702	311587	147414	231483	164240	170434
1503736	1935106	1729042	2079427	2118611	2589604	2376058	1958536	1599795	1838811	2287019	1408448	1432299	1527071	1373445	1717557	2290345	1724891	3410520	2026926	3751443	3299375	2570174	1186737	1549569	2316441	1814009	1336857	2143897	2470670	2474991	2466145	1613264	1725893	1725208
4410	5373	4146	6730	7415	4326	10435	10266	5706	7131	2960	4325	1372	2019	2714	7932	1891	1853	12418	25327	12564	2959	4752	5822	2970	2110	4033	3170	3496	2474	11809	6448	6461	6326	965
180149	325215	166318	169202	178038	371727	378213	212146	142038	163190	319591	133407	144937	228437	211265	250768	337789	163212	299683	289382	419070	398426	388048	209994	184063	271471	240928	157414	404151	445539	239955	337182	237849	301082	253665
244553	382191	329219	386536	415738	458386	472418	413907	289068	317530	415466	313228	265667	322950	285463	383412	506934	346183	807276	601734	941978	768578	550597	484448	482528	580224	444000	395106	552385	589149	630258	526437	402278	434731	425295
435230	532633	595754	699495	705121	837507	603055	538167	567384	659705	778649	476569	477686	489818	454174	550495	749952	572277	1145169	416365	1046103	921771	865694	278661	471219	660379	617692	388758	695639	762695	867602	738220	556500	482735	589273
730208	847827	890542	1087078	1029860	1258682	1146508	1056741	762499	941766	1036805	748346	724458	762341	633514	800638	1087200	862545	1632302	915898	1900133	1467394	1117892	804523	862786	1046319	931279	740634	1038596	1140533	1237868	1273248	771582	736983	770285
132398	143040	117006	140266	144164	273990	182419	159292	118271	135099	244212	88440	113993	120755	109330	203237	199524	123712	285331	269682	505689	292912	296400	153514	158547	219381	142397	144184	273744	302996	198895	279353	125512	164346	201195
305650	337691	359115	392252	422269	599933	459988	400732	309745	339334	441421	272248	260765	286136	216142	363369	412369	300411	669925	645572	929271	767944	518916	461646	500192	517362	346677	432637	442720	412705	554330	456165	332625	336223	316618
572022	858726	813328	981145	1040017	1299281	1029901	634340	721474	827076	861477	590176	878978	725863	830671	993259	1280625	1016026	1670788	837553	1821079	1123281	1156473	643299	621171	802275	563419	524160	628900	687290	1112891	709167	552914	796218	656893
466212	587898	465542	536832	551908	806979	714014	484330	376184	450425	649150	401012	442505	421302	350551	522142	598962	510825	934758	780102	1023005	741705	446135	451219	390307	532750	302789	328336	354634	364816	641745	378225	275273	486188	340763
29007	125208	44299	83580	58259	83947	21404	82122	68729	83065	103391	59188	37324	43963	81094	57793	48213	55296	66064	56094	328592	66473	123237	82156	38461	46658	106618	29667	115289	131216	85022	108411	75584	111207	33039
168618	213843	196753	225147	233671	231999	252633	207979	152716	187404	244945	143917	189518	173957	159339	152738	269335	216654	369983	317389	479627	339744	307045	205032	197483	267851	180778	170574	203735	221606	306162	220159	168262	162666	193223
1750203	2867401	2341387	2954782	2790419	3841547	3415807	3277483	2808529	3191852	2626590	2192064	2733222	2710330	2363119	2958051	3570817	3198485	5651438	3152753	5340763	3771285	3458684	1890049	2085925	2580401	3203315	1734536	3087811	3408026	4128361	3122713	2310992	2396085	2327542
160916	264401	141353	188477	182605	257994	224414	200844	174940	205669	168734	124488	153050	155753	122726	149245	243439	176489	251990	199665	575358	388539	225472	128785	178905	334213	192106	154139	205723	222271	256360	227426	144545	185864	119859
82079	105213	102904	121093	103160	148403	108171	124541	85035	98689	115001	70114	115187	124568	110714	119117	179551	141346	267263	151964	329149	226089	122987	140940	134784	145807	129198	122368	155884	146531	175353	183573	116806	103593	88474
11323	16562	12626	17844	15479	19121	20606	17723	12786	17609	16600	8366	8990	12102	11895	13430	14871	11628	29759	26453	38684	34123	22099	13382	17080	19736	16533	15816	19369	18200	22116	15485	17398	18648	14293
14907	22407	16917	20682	26505	31998	26745	26144	14872	16903	25903	17091	13720	16784	15256	18786	22223	21060	41730	33835	55206	41677	25018	22105	24933	30180	23472	20492	21140	28779	26732	22366	18802	22013	15170
211673	261202	190510	200021	208376	253651	225829	238304	177689	186930	238358	152673	159356	154631	142389	218850	296861	195231	467105	347889	591350	651522	251051	230910	221426	488628	275277	188811	243665	255568	354521	407184	222382	255779	254405
480655	498712	407603	556615	512918	685656	607424	579467	409252	450810	610906	323644	571868	584649	374038	446857	539961	660466	1000415	956626	1035931	799424	588222	639350	486633	595193	438682	430258	501729	580285	761693	672549	507438	574701	396456
3240435	4719114	3217963	4037967	4116661	5629407	5961882	4740980	3319537	3832222	4814098	2510512	3441267	3528166	3064167	3573045	4072861	3923795	7621964	7349173	9642086	7995532	5608648	4513238	3831694	5082323	4390420	3296429	4820375	5537834	5266507	4191074	3763297	3977452	3306440
96274	105499	42317	50238	49793	42333	211300	207477	128711	157383	48350	83074	120997	74015	91169	131881	163150	140336	254781	139811	354044	172518	192675	142806	147583	124816	143727	126512	157641	199079	190882	170593	120366	103088	125633
74141	59783	36940	48833	43064	56200	85147	84819	34251	38491	51797	50630	36797	50548	34901	39912	65974	49385	92017	103196	140414	103138	69943	73928	72324	73620	41534	64354	79745	99437	76113	51264	37817	89480	35535
70677	90503	56010	71929	85143	91768	97493	108328	58873	65515	58855	67314	55179	39982	51549	55967	69195	59474	133561	127333	181004	148268	110805	92100	96412	96733	67095	80811	93528	105857	106273	84269	59020	87814	54515
71791	95805	61116	64847	70622	73315	132920	124047	86987	114642	88908	64864	80593	85610	81974	101921	121283	100613	220116	166453	262511	159269	154147	109228	120633	129120	111785	102288	121058	139412	138685	136547	91113	90273	113307
961399	927123	655556	779812	826077	952884	1445622	1368325	659176	782660	847717	745977	827623	869422	724452	858738	1268173	960780	1822690	1437045	2300948	2021928	1346234	944468	949405	1421905	1025207	832632	1081832	1241206	1269749	1235852	866003	1078597	962298
860377	1174912	937762	1121426	1198089	1381308	1538043	1622493	1049217	1228645	1298731	875424	1108438	1069988	888566	1103758	1391113	1263494	2253376	1729804	2727592	2009464	1474303	1233294	1191742	1441905	1320582	1040248	1416661	1555979	1515060	1467724	1101061	1028677	1121981
34636	40015	37484	45473	43030	48520	53028	47842	28171	36887	43841	30817	28206	34356	27755	36376	43758	35775	83134	55228	86578	70280	62381	33633	43695	57008	38368	36322	50243	49991	54456	48997	36523	39399	36170
582683	1008833	674322	773337	798288	1001399	1100714	1024208	704572	769024	858053	585663	847176	875436	650749	783792	1120867	977367	1219167	1220215	1969301	1483819	945885	799269	763712	1051988	913638	648271	937961	1106386	982667	814887	795591	747019	639551
63221	70518	52641	61111	63711	78178	78505	81567	59989	70404	65070	47311	79928	64086	44506	74069	84684	84952	120801	123183	185442	131648	93621	79568	85640	110395	82165	63591	81161	106442	82071	96209	74146	75068	61237
127844	217923	130397	147700	169781	206239	245892	226425	203861	225701	169319	150386	208577	159484	128092	220027	169547	259217	338996	424196	585988	438215	340947	262704	256962	359894	300898	219378	330875	357785	230088	344189	252708	234771	221644
10148	9863	16982	16098	20785	26929	9040	11488	5173	1718	21017	12483	7445	7046	7764	9223	12958	15191	23227	18818	31371	26396	16917	17660	16971	19278	11802	11491	17871	18188	17333	16739	11148	15733	13079
1000457	1142551	1149958	1281505	1354669	1647501	1505434	1473847	812486	943816	1418802	897198	1186889	1121852	913969	1223361	1292995	1527033	2186294	1860672	2744534	2303860	1598379	984446	1060266	1595679	1361702	864065	1489202	1670106	1423327	1377161	1150350	1197859	1098550
46520	65872	41047	51597	53949	55395	82005	89033	64274	71713	68574	48794	99152	75512	75244	118175	110432	110824	144295	130499	223123	150552	107327	58906	67408	112526	113844	60056	122571	144699	82880	98388	96950	93302	84496
565236	565831	617845	696117	738704	854451	757608	722528	384481	443372	764272	492581	566346	547822	443702	588922	631395	696442	1073804	853848	1306652	1219672	769155	418577	468547	816897	678674	376310	758458	824465	670197	671653	557252	603681	526465
185431	248330	214469	233726	250280	292635	321447	326543	197066	233944	243572	138839	253121	257519	193854	234040	249171	385865	441352	428002	547530	428151	319351	242365	256470	317259	231524	207566	269975	303318	313433	289965	235754	261149	214571
130396	194779	173017	192694	195008	293643	235850	237470	125291	152916	209052	134481	170675	158399	140127	178071	218143	212721	359431	325820	473543	342342	278070	207428	202735	236156	219967	171283	209998	249484	267834	218183	173725	163143	189197
309376	322382	302296	378129	399347	561233	393355	406833	235133	301288	432847	295789	283836	294319	251535	282375	383051	365034	561989	475070	702970	577720	444082	302328	310128	430429	335536	272380	350179	402924	433657	390017	290388	305015	301321
4413019	5562082	5755049	6866708	6911167	7659920	8038118	6881732	4476728	5297087	6510356	4074418	4915176	5283714	4738976	5694491	7781136	5845959	13079079	10880543	17008820	10374916	8064140	7428353	6822174	7122291	5862192	5796479	6943115	7779120	8327474	7363014	5613949	4921258	6121328
1340766	2409728	2554172	2995399	3069821	1747162	2838353	2619958	2055991	2311550	2036947	1117141	1180796	1619668	1870217	2270154	3048658	1292918	4440245	3332482	6185804	2604114	2466643	2920854	2006315	1776038	1824049	1704760	2105596	2417027	2846897	2299817	2236521	1433037	2162624
676959	1203836	1304033	1531840	1545340	967823	1446683	1342834	1071954	1189742	1129424	578124	708003	870985	975246	1114917	1570423	799644	2250482	1812175	2973816	1438538	1271061	1274463	982911	941600	946064	818157	1125091	1297541	1387876	1114253	1042777	763609	1095346
10501	13435	11570	13323	14884	17005	17014	15579	11662	11718	16435	10692	8929	10184	7683	11725	16041	14034	23755	18676	29413	21408	15992	14631	12299	20261	14980	11662	12803	15161	18446	13997	10282	12954	9094
175301	261414	288171	299002	353565	283819	324241	302557	240903	283530	249846	161524	157366	204820	211734	239503	333427	186574	516548	402730	668352	377420	336717	297924	250473	265692	231821	233624	255290	301179	348991	287564	249934	193545	268976
55561	73989	65099	73792	73655	78551	91859	81453	58537	64991	68635	42771	44408	49571	52255	57291	73105	49482	107753	85618	141632	103385	76517	61819	57617	78259	57819	43372	55737	65593	72668	62139	56710	55830	57133
237049	377295	367528	454107	444330	424707	460479	431046	315570	351565	349090	218607	177989	202791	242992	284597	426564	210584	549288	468679	721260	640373	457558	225836	266315	461704	267841	221238	347872	352934	387558	302418	264089	275163	273560
14630	14548	15285	20814	19480	16831	20657	20613	11556	17454	19701	9304	8223	15306	9961	12512	18622	14110	24055	21626	41511	31512	20238	15479	13656	23248	15263	14536	15407	19437	24593	17692	13331	16687	14072
409960	709551	831239	944208	951576	725841	929015	682913	626048	676887	485184	392881	252633	385234	536136	678591	874583	278663	1028585	787690	1374127	985467	718363	375242	361391	668887	328968	312086	588997	682629	483003	377149	468425	340265	486669
282671	399068	466919	546083	580177	386922	493435	480190	347665	374210	313694	254263	257089	316871	317256	400498	546471	316087	752356	527147	928655	494510	489907	295427	274522	352160	276892	237800	337855	403664	394984	318594	331084	212044	396032
14032	18913	14320	16222	19445	18693	20166	21121	13914	14372	17556	8368	10910	10733	9978	13238	18130	11455	26820	27295	33383	29633	17691	14327	17436	20255	12696	13037	16444	19880	19618	17437	13606	15980	13849
247634	344228	251496	324425	333188	368676	401920	344692	292723	337799	317905	208788	210761	210759	222967	307079	322967	258534	482635	443908	829294	540003	311252	313640	280050	355904	263765	241281	307741	345023	338456	359566	223382	254490	220532
1472291	1994726	1809618	2050264	2157299	2620458	2157138	2466945	1667542	1876609	2185495	1351720	1203845	1164010	1375174	1652614	1668313	1414143	3299025	2846013	6068229	3155102	2316642	2311913	2016138	2152674	1435132	1728287	1674553	1757157	2192779	2154083	1149450	1451574	1221143
948857	1075527	1089910	1330971	1400051	1632227	1401644	1452297	1025710	1157629	1211143	904169	630767	624858	999493	1146316	1771259	772167	2403999	2240758	3086170	2711660	1587757	1307155	1336620	1828840	1089739	1127987	1480852	1655079	1724708	1462608	912184	1092713	1054476
1765002	2487519	2639574	3144930	3121288	3820406	3479812	2971392	1925675	2250638	2546459	1902533	2858388	2771777	2565170	3080333	4134680	3333142	5805032	4429663	6175257	4533862	3680049	2838262	2492207	3206744	2378618	2095735	3032681	3367497	3749596	2914717	2376474	2250174	2659321
557323	707813	782818	922128	960801	1396774	967418	1027415	667480	770600	946450	626422	780621	638767	537579	827772	765357	893981	1759429	1245366	1811741	1292340	1416006	1047106	836183	915886	761994	693966	815959	927769	1373117	944092	891405	615216	904720
434901	612597	647330	765751	773621	938530	721433	691897	559852	622623	824968	452592	525981	561828	471254	554325	739598	613756	1233561	982549	1231725	868279	847171	686523	608192	655670	569322	530122	705689	781801	890122	714678	530992	466387	605629
228578	336523	391139	431967	431141	545144	408198	374124	319763	364568	437535	240093	319918	345538	287508	373337	469059	361178	781015	681642	749440	510551	550033	429000	375733	364730	383258	320819	442453	499988	566795	466225	345251	291005	394054
7770091	10957097	10438697	13098871	12600464	14695475	13573992	11162963	8096775	9452907	12468423	7921227	8287583	9087491	7709899	9468673	11962360	9846504	19844012	17249323	21859174	17396129	15135481	9972620	11076988	11873824	9875776	9056432	11034909	11793052	14012793	12333233	8486366	8864870	9454194
611652	571146	518333	759536	712691	809931	1046891	576568	625296	722994	623763	461636	454936	416526	308451	350870	472603	483815	1214486	1084551	1245497	1444490	872773	646923	667558	978776	594350	565046	635614	731495	864617	686571	518162	612019	636576
2572504	3210122	3454109	4366362	4123663	5170349	4021598	3549086	2692579	3052603	4501854	2806950	1513378	2237541	2907803	3064704	4232824	1830715	7276923	6899160	9362370	4181928	5103172	3671442	4215197	3030285	3098925	3313124	4636070	4870272	4850051	3431473	3379584	1896885	3460011
27841	36962	25622	36499	43507	45817	51149	49917	22058	33924	38502	25145	30202	24615	24232	35852	34501	32759	54886	56803	75324	68641	45468	30337	40656	54634	30391	26041	40915	46431	44892	34118	31707	37643	33650
15373	20388	15942	18843	23289	22485	24852	22005	11066	18238	21002	13800	12880	16462	13001	15403	22746	16096	36489	34522	50752	37589	25195	19369	24197	33083	20655	19435	18688	28320	26210	23231	21091	18946	18690
14199	13511	13894	16383	16479	17099	19123	16266	13537	17033	21078	11391	12134	14572	13996	9411	21573	16240	29622	27218	39813	34052	22333	15450	18424	25542	15858	14686	19279	16039	23644	21086	12612	17790	13097
11784	16943	13879	16345	18093	19652	24487	18416	13974	13873	17718	9141	14983	13602	15312	15569	21006	15837	29089	26689	42141	32913	23390	18925	16799	24658	16583	14432	17247	18478	19711	19070	13917	15978	15854
1279483	2126234	1794514	2222456	2072062	2163417	2363465	2017690	1988685	2318108	2343434	1237861	1216555	1702760	1486827	1545949	1923410	1459207	3420517	2509352	4272928	3299228	1754057	1426592	1626841	2297940	1270653	1349812	1523395	1656192	2331377	2095035	1044058	1667297	1596138
310502	491122	426688	519878	465602	650592	491447	434890	452831	538063	661451	334836	244185	362256	378190	298158	554118	274697	835678	947793	1235994	735180	514392	467418	603017	467716	187620	495219	411119	418676	671364	317918	301600	378444	309477
200248	283731	229477	266452	273916	321393	398437	387434	286923	330207	402464	208596	253662	261626	165641	223858	161928	295771	648290	289926	590273	755247	239987	164837	281166	339523	251071	244665	283214	303239	343580	297642	295045	140728	319221
101855	157590	165253	173361	213413	216673	175434	161235	146181	174723	204827	108725	79693	116707	124313	118527	178951	87918	186306	276478	373977	239579	139955	150400	162244	166835	79789	137113	115834	124350	203908	121009	86374	130853	99086
